jsrq,cjsj,jsbh,spdm,spmc,pzdl,jsj,jsl,phl,jysbh,qylb,ppdm,jysmc,sjghl,ghydl,wtlx,lldk,sjdk,yhkje,djdk,dyje,ghsjdk,ghdyje,dbdk,jsfs,jszt,drsj,sjsj,byzd1,byzd2
2017/03/08,10:32:33,00000006,CU010024,诚骋-HMG-B,铜,46950,50,50.828,00000000,诚骋,HMG-B,上海迈科金属资源有限公司,50.828,0.828,委卖,2347500,2386374.6,2386374.6,0,38874.6,2386374.6,38874.6,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,10:32:33,00000006,CU010024,诚骋-HMG-B,铜,46950,50,50.828,00000065,诚骋,HMG-B,上海鑫冶铜业有限公司,50.828,0.828,委买,2347500,2386374.6,2386374.6,0,38874.6,2386374.6,38874.6,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,10:48:57,00000007,CU010041,诚骋-MV,铜,46770,100,99.926,00000000,诚骋,MV,上海迈科金属资源有限公司,99.926,-0.074,委卖,4677000,4673539.02,4673539.02,0,-3460.98,4673539.02,-3460.98,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,10:48:57,00000007,CU010041,诚骋-MV,铜,46770,100,99.926,00000030,诚骋,MV,上海忠翼金属有限公司,99.926,-0.074,委买,4677000,4673539.02,4673539.02,0,-3460.98,4673539.02,-3460.98,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,10:58:09,00000008,CU020053,粤储-ESOX,铜,46750,200,200.844,00000037,粤储,ESOX,上海融益金属材料有限公司,200.844,0.844,委买,9350000,9389457,9389457,0,39457,9389457,39457,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,10:58:09,00000008,CU020053,粤储-ESOX,铜,46750,200,200.844,00000059,粤储,ESOX,深圳迈科金属有限公司,200.844,0.844,委卖,9350000,9389457,9389457,0,39457,9389457,39457,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,11:03:21,00000009,CU020053,粤储-ESOX,铜,46740,50,49.881,00000005,粤储,ESOX,大商道（深圳）物联网有限公司,49.881,-0.119,委买,2337000,2331437.94,2331437.94,0,-5562.06,2331437.94,-5562.06,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,11:03:21,00000009,CU020053,粤储-ESOX,铜,46740,50,49.881,00000059,粤储,ESOX,深圳迈科金属有限公司,49.881,-0.119,委卖,2337000,2331437.94,2331437.94,0,-5562.06,2331437.94,-5562.06,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,11:04:52,00000010,CU010545,诚骋-DJ-B,铜,46790,100,100.069,00000000,诚骋,DJ-B,上海迈科金属资源有限公司,100.069,0.069,委卖,4679000,4682228.51,4682228.51,0,3228.51,4682228.51,3228.51,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,11:04:52,00000010,CU010545,诚骋-DJ-B,铜,46790,100,100.069,00000022,诚骋,DJ-B,上海五锐国际贸易有限公司,100.069,0.069,委买,4679000,4682228.51,4682228.51,0,3228.51,4682228.51,3228.51,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,11:16:16,00000011,CU010035,诚骋-MB,铜,46750,25,24.927,00000000,诚骋,MB,上海迈科金属资源有限公司,24.927,-0.073,委卖,1168750,1165337.25,1165337.25,0,-3412.75,1165337.25,-3412.75,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,11:16:16,00000011,CU010035,诚骋-MB,铜,46750,25,24.927,00000032,诚骋,MB,上海森信贸易有限公司,24.927,-0.073,委买,1168750,1165337.25,1165337.25,0,-3412.75,1165337.25,-3412.75,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,11:25:41,00000012,CU010064,诚骋-祥光,铜,46860,115,112.588,00000000,诚骋,祥光,上海迈科金属资源有限公司,112.588,-2.412,委卖,5388900,5275873.68,5275873.68,0,-113026.32,5275873.68,-113026.32,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,11:25:41,00000012,CU010064,诚骋-祥光,铜,46860,115,112.588,00000006,诚骋,祥光,上海金田铜业有限公司,112.588,-2.412,委买,5388900,5275873.68,5275873.68,0,-113026.32,5275873.68,-113026.32,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:33:06,00000013,CU010024,诚骋-HMG-B,铜,47010,80,81.824,00000000,诚骋,HMG-B,上海迈科金属资源有限公司,81.824,1.824,委卖,3760800,3846546.24,3846546.24,0,85746.24,3846546.24,85746.24,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:33:06,00000013,CU010024,诚骋-HMG-B,铜,47010,80,81.824,00000021,诚骋,HMG-B,上海瑞禾贸易有限公司,81.824,1.824,委买,3760800,3846546.24,3846546.24,0,85746.24,3846546.24,85746.24,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:33:56,00000014,CU010057,诚骋-STERLI,铜,46840,100,100.146,00000002,诚骋,STERLI,大商道（上海）有色金属有限公司,100.146,0.146,委卖,4684000,4690838.64,4690838.64,0,6838.64,4690838.64,6838.64,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:33:56,00000014,CU010057,诚骋-STERLI,铜,46840,100,100.146,00000047,诚骋,STERLI,上海京慧诚国际贸易有限公司,100.146,0.146,委买,4684000,4690838.64,4690838.64,0,6838.64,4690838.64,6838.64,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:34:26,00000015,CU010064,诚骋-祥光,铜,46930,25,24.576,00000000,诚骋,祥光,上海迈科金属资源有限公司,24.576,-0.424,委卖,1173250,1153351.68,1153351.68,0,-19898.32,1153351.68,-19898.32,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:34:26,00000015,CU010064,诚骋-祥光,铜,46930,25,24.576,00000047,诚骋,祥光,上海京慧诚国际贸易有限公司,24.576,-0.424,委买,1173250,1153351.68,1153351.68,0,-19898.32,1153351.68,-19898.32,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:35:07,00000016,CU010474,沪闵-上冶,铜,46890,25,22.76,00000000,沪闵,上冶,上海迈科金属资源有限公司,22.76,-2.24,委卖,1172250,1067216.4,1067216.4,0,-105033.6,1067216.4,-105033.6,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:35:07,00000016,CU010474,沪闵-上冶,铜,46890,25,22.76,00000047,沪闵,上冶,上海京慧诚国际贸易有限公司,22.76,-2.24,委买,1172250,1067216.4,1067216.4,0,-105033.6,1067216.4,-105033.6,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:38:09,00000017,CU010545,诚骋-DJ-B,铜,46950,100,100.227,00000000,诚骋,DJ-B,上海迈科金属资源有限公司,100.227,0.227,委卖,4695000,4705657.65,4705657.65,0,10657.65,4705657.65,10657.65,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:38:09,00000017,CU010545,诚骋-DJ-B,铜,46950,100,100.227,00000047,诚骋,DJ-B,上海京慧诚国际贸易有限公司,100.227,0.227,委买,4695000,4705657.65,4705657.65,0,10657.65,4705657.65,10657.65,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:41:32,00000018,CU010057,诚骋-STERLI,铜,46850,100,100.067,00000002,诚骋,STERLI,大商道（上海）有色金属有限公司,100.067,0.067,委卖,4685000,4688138.95,4688138.95,0,3138.95,4688138.95,3138.95,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:41:32,00000018,CU010057,诚骋-STERLI,铜,46850,100,100.067,00000052,诚骋,STERLI,东方集团物产有限公司,100.067,0.067,委买,4685000,4688138.95,4688138.95,0,3138.95,4688138.95,3138.95,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:42:43,00000019,CU010057,诚骋-STERLI,铜,46870,100,99.925,00000002,诚骋,STERLI,大商道（上海）有色金属有限公司,99.925,-0.075,委卖,4687000,4683484.75,4683484.75,0,-3515.25,4683484.75,-3515.25,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:42:43,00000019,CU010057,诚骋-STERLI,铜,46870,100,99.925,00000052,诚骋,STERLI,东方集团物产有限公司,99.925,-0.075,委买,4687000,4683484.75,4683484.75,0,-3515.25,4683484.75,-3515.25,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:57:55,00000020,CU010545,诚骋-DJ-B,铜,47010,100,100.084,00000000,诚骋,DJ-B,上海迈科金属资源有限公司,100.084,0.084,委卖,4701000,4704948.84,4704948.84,0,3948.84,4704948.84,3948.84,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:57:55,00000020,CU010545,诚骋-DJ-B,铜,47010,100,100.084,00000030,诚骋,DJ-B,上海忠翼金属有限公司,100.084,0.084,委买,4701000,4704948.84,4704948.84,0,3948.84,4704948.84,3948.84,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:58:25,00000021,CU010545,诚骋-DJ-B,铜,47010,100,100.267,00000000,诚骋,DJ-B,上海迈科金属资源有限公司,100.267,0.267,委卖,4701000,4713551.67,4713551.67,0,12551.67,4713551.67,12551.67,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,13:58:25,00000021,CU010545,诚骋-DJ-B,铜,47010,100,100.267,00000030,诚骋,DJ-B,上海忠翼金属有限公司,100.267,0.267,委买,4701000,4713551.67,4713551.67,0,12551.67,4713551.67,12551.67,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,14:06:22,00000022,CU010545,诚骋-DJ-B,铜,46980,100,100.048,00000000,诚骋,DJ-B,上海迈科金属资源有限公司,100.048,0.048,委卖,4698000,4700255.04,4700255.04,0,2255.04,4700255.04,2255.04,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,14:06:22,00000022,CU010545,诚骋-DJ-B,铜,46980,100,100.048,00000030,诚骋,DJ-B,上海忠翼金属有限公司,100.048,0.048,委买,4698000,4700255.04,4700255.04,0,2255.04,4700255.04,2255.04,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,14:08:03,00000023,CU010545,诚骋-DJ-B,铜,46980,100,99.829,00000000,诚骋,DJ-B,上海迈科金属资源有限公司,99.829,-0.171,委卖,4698000,4689966.42,4689966.42,0,-8033.58,4689966.42,-8033.58,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,14:08:03,00000023,CU010545,诚骋-DJ-B,铜,46980,100,99.829,00000007,诚骋,DJ-B,上海迈科迪信投资管理有限公司,99.829,-0.171,委买,4698000,4689966.42,4689966.42,0,-8033.58,4689966.42,-8033.58,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,14:12:58,00000024,CU010545,诚骋-DJ-B,铜,46890,100,100.006,00000000,诚骋,DJ-B,上海迈科金属资源有限公司,100.006,0.006,委卖,4689000,4689281.34,4689281.34,0,281.34,4689281.34,281.34,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,14:12:58,00000024,CU010545,诚骋-DJ-B,铜,46890,100,100.006,00000007,诚骋,DJ-B,上海迈科迪信投资管理有限公司,100.006,0.006,委买,4689000,4689281.34,4689281.34,0,281.34,4689281.34,281.34,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,14:15:20,00000025,CU010024,诚骋-HMG-B,铜,46980,60,59.15,00000000,诚骋,HMG-B,上海迈科金属资源有限公司,59.15,-0.85,委卖,2818800,2778867,2778867,0,-39933,2778867,-39933,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,14:15:20,00000025,CU010024,诚骋-HMG-B,铜,46980,60,59.15,00000022,诚骋,HMG-B,上海五锐国际贸易有限公司,59.15,-0.85,委买,2818800,2778867,2778867,0,-39933,2778867,-39933,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,14:23:28,00000026,CU010545,诚骋-DJ-B,铜,46940,100,99.733,00000000,诚骋,DJ-B,上海迈科金属资源有限公司,99.733,-0.267,委卖,4694000,4681467.02,4681467.02,0,-12532.98,4681467.02,-12532.98,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,14:23:28,00000026,CU010545,诚骋-DJ-B,铜,46940,100,99.733,00000007,诚骋,DJ-B,上海迈科迪信投资管理有限公司,99.733,-0.267,委买,4694000,4681467.02,4681467.02,0,-12532.98,4681467.02,-12532.98,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,14:31:56,00000027,CU010057,诚骋-STERLI,铜,46900,100,99.608,00000002,诚骋,STERLI,大商道（上海）有色金属有限公司,99.608,-0.392,委卖,4690000,4671615.2,4671615.2,0,-18384.8,4671615.2,-18384.8,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,14:31:56,00000027,CU010057,诚骋-STERLI,铜,46900,100,99.608,00000012,诚骋,STERLI,上海严民金属材料有限公司,99.608,-0.392,委买,4690000,4671615.2,4671615.2,0,-18384.8,4671615.2,-18384.8,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,14:57:42,00000028,CU010057,诚骋-STERLI,铜,46790,100,100.234,00000002,诚骋,STERLI,大商道（上海）有色金属有限公司,100.234,0.234,委卖,4679000,4689948.86,4689948.86,0,10948.86,4689948.86,10948.86,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/08,14:57:42,00000028,CU010057,诚骋-STERLI,铜,46790,100,100.234,00000052,诚骋,STERLI,东方集团物产有限公司,100.234,0.234,委买,4679000,4689948.86,4689948.86,0,10948.86,4689948.86,10948.86,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,10:31:08,00000001,CU010055,诚骋-SPENCE,铜,46370,100,99.026,00000000,诚骋,SPENCE,上海迈科金属资源有限公司,99.026,-0.974,委卖,4637000,4591835.62,4591835.62,0,-45164.38,4591835.62,-45164.38,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,10:31:08,00000001,CU010055,诚骋-SPENCE,铜,46370,100,99.026,00000058,诚骋,SPENCE,上海亚炬资源有限公司,99.026,-0.974,委买,4637000,4591835.62,4591835.62,0,-45164.38,4591835.62,-45164.38,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,10:36:09,00000002,CU010024,诚骋-HMG-B,铜,46490,320,320.287,00000000,诚骋,HMG-B,上海迈科金属资源有限公司,320.287,0.287,委卖,14876800,14890142.63,14890142.63,0,13342.63,14890142.63,13342.63,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,10:36:09,00000002,CU010024,诚骋-HMG-B,铜,46490,320,320.287,00000021,诚骋,HMG-B,上海瑞禾贸易有限公司,320.287,0.287,委买,14876800,14890142.63,14890142.63,0,13342.63,14890142.63,13342.63,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,10:41:10,00000003,CU010545,诚骋-DJ-B,铜,46430,50,50.0905,00000000,诚骋,DJ-B,上海迈科金属资源有限公司,50.0905,0.0905,委卖,2321500,2325701.92,2325701.92,0,4201.92,2325701.92,4201.92,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,10:41:10,00000003,CU010545,诚骋-DJ-B,铜,46430,50,50.0905,00000006,诚骋,DJ-B,上海金田铜业有限公司,50.0905,0.0905,委买,2321500,2325701.92,2325701.92,0,4201.92,2325701.92,4201.92,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,10:48:31,00000004,CU010056,诚骋-SR-P,铜,46400,100,99.442,00000000,诚骋,SR-P,上海迈科金属资源有限公司,99.442,-0.558,委卖,4640000,4614108.8,4614108.8,0,-25891.2,4614108.8,-25891.2,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,10:48:31,00000004,CU010056,诚骋-SR-P,铜,46400,100,99.442,00000058,诚骋,SR-P,上海亚炬资源有限公司,99.442,-0.558,委买,4640000,4614108.8,4614108.8,0,-25891.2,4614108.8,-25891.2,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,10:48:51,00000005,CU010052,诚骋-RT,铜,46310,100,99.315,00000000,诚骋,RT,上海迈科金属资源有限公司,99.315,-0.685,委卖,4631000,4599277.65,4599277.65,0,-31722.35,4599277.65,-31722.35,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,10:48:51,00000005,CU010052,诚骋-RT,铜,46310,100,99.315,00000047,诚骋,RT,上海京慧诚国际贸易有限公司,99.315,-0.685,委买,4631000,4599277.65,4599277.65,0,-31722.35,4599277.65,-31722.35,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,11:07:05,00000006,CU010035,诚骋-MB,铜,46310,50,49.811,00000000,诚骋,MB,上海迈科金属资源有限公司,49.811,-0.189,委卖,2315500,2306747.41,2306747.41,0,-8752.59,2306747.41,-8752.59,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,11:07:05,00000006,CU010035,诚骋-MB,铜,46310,50,49.811,00000058,诚骋,MB,上海亚炬资源有限公司,49.811,-0.189,委买,2315500,2306747.41,2306747.41,0,-8752.59,2306747.41,-8752.59,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,11:15:18,00000007,CU010055,诚骋-SPENCE,铜,46350,100,101.413,00000000,诚骋,SPENCE,上海迈科金属资源有限公司,101.413,1.413,委卖,4635000,4700492.55,4700492.55,0,65492.55,4700492.55,65492.55,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,11:15:18,00000007,CU010055,诚骋-SPENCE,铜,46350,100,101.413,00000006,诚骋,SPENCE,上海金田铜业有限公司,101.413,1.413,委买,4635000,4700492.55,4700492.55,0,65492.55,4700492.55,65492.55,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,13:58:18,00000008,CU010064,诚骋-祥光,铜,46320,100,99.502,00000002,诚骋,祥光,大商道（上海）有色金属有限公司,99.502,-0.498,委卖,4632000,4608932.64,4608932.64,0,-23067.36,4608932.64,-23067.36,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,13:58:18,00000008,CU010064,诚骋-祥光,铜,46320,100,99.502,00000021,诚骋,祥光,上海瑞禾贸易有限公司,99.502,-0.498,委买,4632000,4608932.64,4608932.64,0,-23067.36,4608932.64,-23067.36,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,14:00:08,00000009,CU010064,诚骋-祥光,铜,46270,20,19.106,00000002,诚骋,祥光,大商道（上海）有色金属有限公司,19.106,-0.894,委卖,925400,884034.62,884034.62,0,-41365.38,884034.62,-41365.38,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,14:00:08,00000009,CU010064,诚骋-祥光,铜,46270,20,19.106,00000021,诚骋,祥光,上海瑞禾贸易有限公司,19.106,-0.894,委买,925400,884034.62,884034.62,0,-41365.38,884034.62,-41365.38,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,14:09:21,00000010,CU010050,诚骋-PSR,铜,46270,50,49.861,00000000,诚骋,PSR,上海迈科金属资源有限公司,49.861,-0.139,委卖,2313500,2307068.47,2307068.47,0,-6431.53,2307068.47,-6431.53,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,14:09:21,00000010,CU010050,诚骋-PSR,铜,46270,50,49.861,00000006,诚骋,PSR,上海金田铜业有限公司,49.861,-0.139,委买,2313500,2307068.47,2307068.47,0,-6431.53,2307068.47,-6431.53,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,14:10:02,00000011,CU010064,诚骋-祥光,铜,46230,60,61.202,00000002,诚骋,祥光,大商道（上海）有色金属有限公司,61.202,1.202,委卖,2773800,2829368.46,2829368.46,0,55568.46,2829368.46,55568.46,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,14:10:02,00000011,CU010064,诚骋-祥光,铜,46230,60,61.202,00000021,诚骋,祥光,上海瑞禾贸易有限公司,61.202,1.202,委买,2773800,2829368.46,2829368.46,0,55568.46,2829368.46,55568.46,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,14:45:06,00000012,CU010064,诚骋-祥光,铜,46140,20,19.221,00000002,诚骋,祥光,大商道（上海）有色金属有限公司,19.221,-0.779,委卖,922800,886856.94,886856.94,0,-35943.06,886856.94,-35943.06,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/09,14:45:06,00000012,CU010064,诚骋-祥光,铜,46140,20,19.221,00000032,诚骋,祥光,上海森信贸易有限公司,19.221,-0.779,委买,922800,886856.94,886856.94,0,-35943.06,886856.94,-35943.06,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/10,09:51:35,00000001,CU010024,诚骋-HMG-B,铜,46240,30,30.845,00000000,诚骋,HMG-B,上海迈科金属资源有限公司,30.845,0.845,委卖,1387200,1426272.8,1426272.8,0,39072.8,1426272.8,39072.8,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/10,09:51:35,00000001,CU010024,诚骋-HMG-B,铜,46240,30,30.845,00000021,诚骋,HMG-B,上海瑞禾贸易有限公司,30.845,0.845,委买,1387200,1426272.8,1426272.8,0,39072.8,1426272.8,39072.8,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/10,09:57:55,00000002,CU010101,大场-BK,铜,46120,100,99.676,00000000,大场,BK,上海迈科金属资源有限公司,99.676,-0.324,委卖,4612000,4597057.12,4597057.12,0,-14942.88,4597057.12,-14942.88,0,正常交收,平台开票,2017/10/20 10:55:08,2017/10/19 10:55:08,,
2017/03/10,09:57:55,00000002,CU010101,大场-BK,铜,46120,100,99.676,00000047,大场,BK,上海京慧诚国际贸易有限公司,99.676,-0.324,委买,4612000,4597057.12,4597057.12,0,-14942.88,4597057.12,-14942.88,0,正常交收,平台开票,2017/10/20 10:55:07,2017/10/19 10:55:07,,
2017/03/10,10:32:58,00000003,CU010545,诚骋-DJ-B,铜,46180,100,99.93,00000000,诚骋,DJ-B,上海迈科金属资源有限公司,99.93,-0.07,委卖,4618000,4614767.4,4614767.4,0,-3232.6,4614767.4,-3232.6,0,正常交收,平台开票,2017/10/20 10:55:08,2017/10/19 10:55:08,,
2017/03/10,10:32:58,00000003,CU010545,诚骋-DJ-B,铜,46180,100,99.93,00000052,诚骋,DJ-B,东方集团物产有限公司,99.93,-0.07,委买,4618000,4614767.4,4614767.4,0,-3232.6,4614767.4,-3232.6,0,正常交收,平台开票,2017/10/20 10:55:08,2017/10/19 10:55:08,,
2017/03/10,10:33:38,00000004,CU010064,诚骋-祥光,铜,46170,95,95.294,00000002,诚骋,祥光,大商道（上海）有色金属有限公司,95.294,0.294,委卖,4386150,4399723.98,4399723.98,0,13573.98,4399723.98,13573.98,0,正常交收,平台开票,2017/10/20 10:55:08,2017/10/19 10:55:08,,
2017/03/10,10:33:38,00000004,CU010064,诚骋-祥光,铜,46170,95,95.294,00000052,诚骋,祥光,东方集团物产有限公司,95.294,0.294,委买,4386150,4399723.98,4399723.98,0,13573.98,4399723.98,13573.98,0,正常交收,平台开票,2017/10/20 10:55:08,2017/10/19 10:55:08,,
2017/03/10,10:34:49,00000005,CU010101,大场-BK,铜,46140,100,99.319,00000000,大场,BK,上海迈科金属资源有限公司,99.319,-0.681,委卖,4614000,4582578.66,4582578.66,0,-31421.34,4582578.66,-31421.34,0,正常交收,平台开票,2017/10/20 10:55:08,2017/10/19 10:55:08,,
2017/03/10,10:34:49,00000005,CU010101,大场-BK,铜,46140,100,99.319,00000006,大场,BK,上海金田铜业有限公司,99.319,-0.681,委买,4614000,4582578.66,4582578.66,0,-31421.34,4582578.66,-31421.34,0,正常交收,平台开票,2017/10/20 10:55:08,2017/10/19 10:55:08,,
2017/03/10,10:38:39,00000006,CU010055,诚骋-SPENCE,铜,46100,100,101.549,00000000,诚骋,SPENCE,上海迈科金属资源有限公司,101.549,1.549,委卖,4610000,4681408.9,4681408.9,0,71408.9,4681408.9,71408.9,0,正常交收,平台开票,2017/10/20 10:55:08,2017/10/19 10:55:08,,
2017/03/10,10:38:39,00000006,CU010055,诚骋-SPENCE,铜,46100,100,101.549,00000058,诚骋,SPENCE,上海亚炬资源有限公司,101.549,1.549,委买,4610000,4681408.9,4681408.9,0,71408.9,4681408.9,71408.9,0,正常交收,平台开票,2017/10/20 10:55:08,2017/10/19 10:55:08,,
2017/03/10,10:44:59,00000007,CU010545,诚骋-DJ-B,铜,46140,100,99.963,00000000,诚骋,DJ-B,上海迈科金属资源有限公司,99.963,-0.037,委卖,4614000,4612292.82,4612292.82,0,-1707.18,4612292.82,-1707.18,0,正常交收,平台开票,2017/10/20 10:55:08,2017/10/19 10:55:08,,
2017/03/10,10:44:59,00000007,CU010545,诚骋-DJ-B,铜,46140,100,99.963,00000052,诚骋,DJ-B,东方集团物产有限公司,99.963,-0.037,委买,4614000,4612292.82,4612292.82,0,-1707.18,4612292.82,-1707.18,0,正常交收,平台开票,2017/10/20 10:55:08,2017/10/19 10:55:08,,
2017/03/10,10:44:59,00000008,CU010056,诚骋-SR-P,铜,46140,100,99.729,00000000,诚骋,SR-P,上海迈科金属资源有限公司,99.729,-0.271,委卖,4614000,4601496.06,4601496.06,0,-12503.94,4601496.06,-12503.94,0,正常交收,平台开票,2017/10/20 10:55:08,2017/10/19 10:55:08,,
2017/03/10,10:44:59,00000008,CU010056,诚骋-SR-P,铜,46140,100,99.729,00000052,诚骋,SR-P,东方集团物产有限公司,99.729,-0.271,委买,4614000,4601496.06,4601496.06,0,-12503.94,4601496.06,-12503.94,0,正常交收,平台开票,2017/10/20 10:55:08,2017/10/19 10:55:08,,
2017/03/10,10:50:20,00000009,CU010101,大场-BK,铜,46080,100,99.868,00000000,大场,BK,上海迈科金属资源有限公司,99.868,-0.132,委卖,4608000,4601917.44,4601917.44,0,-6082.56,4601917.44,-6082.56,0,正常交收,平台开票,2017/10/20 10:55:08,2017/10/19 10:55:08,,
